File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
fbe8aac1-b0c9-4ad0-94a6-e2261c7ba0ee	0cb5581b-d4cf-41f9-8c0c-ca1a9a70952e.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-64-5815	TCGA-64-5815-01A	Primary Tumor
fec81cd0-f828-47bf-853b-83ca88e2d845	ef01154b-2fb7-4e97-8ecb-ceb1c93502bd.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-78-8655	TCGA-78-8655-01A	Primary Tumor
149e06c2-52d5-4fc6-90ac-b4787841ae8b	1b63d1da-3ff0-458b-bbd3-6235eb7a0021.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-97-7554	TCGA-97-7554-01A	Primary Tumor
2901b7a5-8b01-4549-ad55-3e823f5889ee	b7f7085e-e0f3-4189-9595-ca3e157efbb7.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-69-7980	TCGA-69-7980-01A	Primary Tumor
563b1f34-57e1-4484-ac21-2a6ab29bccd1	eb5c4332-cf82-4e1d-b609-9644b81efcc4.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-55-7910	TCGA-55-7910-11A	Solid Tissue Normal
27c6c858-77f9-46e4-ad64-86910da79770	e4a8f529-1820-4d7e-b700-0466410efc91.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-78-7166	TCGA-78-7166-01A	Primary Tumor
0178f4cc-26db-47ce-8025-6fec60523991	33568f1e-8704-4ea5-948b-564057e5a36b.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-05-4390	TCGA-05-4390-01A	Primary Tumor
73569c91-c948-4450-8e37-75f1eb3b0946	02c17ea9-a26f-43e4-91d4-9993013b6e43.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-55-8508	TCGA-55-8508-01A	Primary Tumor
11310889-fb20-481c-957e-1d76486ee453	4eaebf2c-a385-4fcf-aff6-6fb21c942ec7.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-44-2668	TCGA-44-2668-01A	Primary Tumor
213dce69-e10f-4ad2-b933-d1ef06c683b5	dfc2507b-2fab-4a95-8a7f-7b1115d877ef.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-44-2668	TCGA-44-2668-11A	Solid Tissue Normal
7ec63555-9145-4a0d-84b9-545410c4b285	6abf035b-c4b7-4f11-b75d-73ca19dea554.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-44-6776	TCGA-44-6776-11A	Solid Tissue Normal
120d2ec6-05a7-4798-aaa4-2e4809fd4473	cda1df9a-9db8-47af-8ab1-4c558e9108af.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-62-A46R	TCGA-62-A46R-01A	Primary Tumor
c5b02507-589b-445e-8263-7c3ba1d2a9dc	51288a7e-214d-4c13-94d2-4968f661fc01.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-75-6206	TCGA-75-6206-01A	Primary Tumor
6817150b-a54b-4488-a27b-21355834d164	54d7ff25-2f98-4ae7-b7c9-175f304196d1.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-64-5775	TCGA-64-5775-01A	Primary Tumor
e77a22f8-11df-4f6e-b478-bcb9f3dc21fe	cf055912-bdef-44ac-bc4b-d9bdbc51e3ab.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-44-7661	TCGA-44-7661-11A	Solid Tissue Normal
2a7e4f3c-d028-4111-9ce4-e44e9cc21a78	098a98fb-a2ec-4a2b-9a28-6c99e5a0ad86.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-44-7661	TCGA-44-7661-01A	Primary Tumor
d8a10101-4eac-4b6a-8baa-6aabdf65e986	da6f74c6-84e2-4252-b598-c601e881028b.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-86-7713	TCGA-86-7713-11A	Solid Tissue Normal
1c6a4b56-3e59-46e7-87bc-c988bef322ed	ee101871-15a1-4bb0-83e4-d5a1ba3d047c.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-86-7713	TCGA-86-7713-01A	Primary Tumor
6109b59d-2d4c-421a-b6bb-1bffd5033e31	7b838017-fe03-4770-9fb7-febbbbf1f4d8.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-55-7283	TCGA-55-7283-01A	Primary Tumor
39b525ee-5a60-43f2-aeea-16fb79ee1be2	5c0b9478-30b0-4217-b5c1-14ae9bc54fdc.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-55-7283	TCGA-55-7283-11A	Solid Tissue Normal
4f93ca69-66f0-4b23-8a30-1aa26aa27bfd	3befce99-d1e0-4420-bd5d-7cdd3e8db66b.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-05-4415	TCGA-05-4415-01A	Primary Tumor
177ef216-2e8c-4f85-badf-788aba705130	efa9c92c-2953-4e09-ae54-b47ad9d02c53.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-05-4418	TCGA-05-4418-01A	Primary Tumor
ed9072c0-189a-43f8-bebd-3c3abdfe5b25	6a3fa1d9-70c2-4d2f-86c7-06cc17f4083c.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-55-1595	TCGA-55-1595-01A	Primary Tumor
15b7b143-ee3c-43d1-8439-da7f4acd122b	67479331-d0ea-422c-89bb-ee819e9dba2a.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-05-4250	TCGA-05-4250-01A	Primary Tumor
2b7d56d6-70cc-48ce-a17c-1abc9d2fdff6	20572764-f33a-4fe9-8cc8-b5c7a2a3a0a6.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-55-8616	TCGA-55-8616-01A	Primary Tumor
65bcc591-4a45-442c-a2c3-16e0d034a512	be1adfd1-db23-411d-97cf-2f4e03cfac9e.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-44-6146	TCGA-44-6146-01A	Primary Tumor
ef549b3d-0984-4680-b7ed-b2b7fe56f12f	5890c719-8736-433a-a1e1-57a5b14c6215.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-44-6146	TCGA-44-6146-01A	Primary Tumor
7daf6e5a-c327-446f-98eb-afc7903d24d7	239b5cf3-c149-49e2-8f5e-b6066e1ddb10.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-86-8054	TCGA-86-8054-01A	Primary Tumor
67c1e062-6fb8-426d-bc39-899c7b7df658	8345f95c-269f-476b-82a5-0630ee50b97b.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-78-7540	TCGA-78-7540-11A	Solid Tissue Normal
0d3d41b0-a9fa-43cb-baa5-969034619430	384d3555-de17-4115-8c35-49bf8585aa95.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-78-7540	TCGA-78-7540-01A	Primary Tumor
1cae0030-9ffe-4504-91bd-6c18437eda85	b6d9bf2d-15f1-497b-b6cc-427afe7fe6a4.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-97-8179	TCGA-97-8179-01A	Primary Tumor
a762b105-70cd-4ea9-a52c-30581a199eb3	4536bec0-9e48-4b4d-a7f7-040969a03b2a.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-97-8176	TCGA-97-8176-01A	Primary Tumor
e902f9bf-8ff3-4fd2-b4a8-02b351faba53	ee026d04-15d0-4391-a4fd-32d1998cdaeb.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-MN-A4N5	TCGA-MN-A4N5-01A	Primary Tumor
1d31320b-e4d2-4b33-adb2-98bea396a31c	a2a92fe6-3b0e-44aa-8c51-40fb27ec50a2.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-95-7562	TCGA-95-7562-01A	Primary Tumor
5d979572-5bfb-463e-a599-35af869a641c	6c3b56e5-e29d-44ab-ac5a-65268fe4f5f1.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-55-7911	TCGA-55-7911-01A	Primary Tumor
4bb17833-16fa-4605-bea6-d846e8076c07	2288a1aa-8f29-4a29-a619-2c49fde819ae.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-55-7911	TCGA-55-7911-11A	Solid Tissue Normal
03463d0c-fed8-4506-b1b7-d5b9018df525	502ab737-7e31-47ed-b0ef-f8e036457ef1.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-55-8512	TCGA-55-8512-01A	Primary Tumor
4457973c-583d-4ec3-a1f5-92de487d0195	1a11093b-ff9e-47a0-bbc9-ba7e15b0b27b.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-83-5908	TCGA-83-5908-01A	Primary Tumor
d9e2333c-140d-4bc4-af0f-e41525a2cb55	27c3394e-528b-4ad7-8da6-8ccb90af8884.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-73-4662	TCGA-73-4662-01A	Primary Tumor
060e230a-e4df-4355-a7bf-e928a68cc4eb	2d58d3bc-af87-4635-aee5-c07527502cb6.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-J2-8194	TCGA-J2-8194-01A	Primary Tumor
05441d59-2991-4edd-89f8-58e1869579e6	db1e4b81-8aba-4fcd-be1a-ede009a7c3ff.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-NJ-A4YI	TCGA-NJ-A4YI-01A	Primary Tumor
b50952dd-53d0-4e10-9212-f186980e48e7	3a2e29a9-6b55-4e10-bbca-c9a152448c14.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-62-8398	TCGA-62-8398-01A	Primary Tumor
5c6f4a37-aa53-4bce-9578-0486745b86db	d36aa33e-9c39-4635-9123-4a0ef8d6ccfa.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-MP-A4T4	TCGA-MP-A4T4-01A	Primary Tumor
74039163-df79-45ae-8df5-2486f9e59adf	3f03c090-78c0-4b3c-9541-3fa95da8db86.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-05-4244	TCGA-05-4244-01A	Primary Tumor
64a464d1-bbac-46d5-9187-7b25e769ee2d	46729ec7-ce1c-4595-bba7-fe0c53de8bd2.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-67-3774	TCGA-67-3774-01A	Primary Tumor
f9935cb3-b741-446c-820b-218c2f2998a4	901303e4-35e2-47aa-86b9-a5cb36922680.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-MP-A4TD	TCGA-MP-A4TD-01A	Primary Tumor
26904478-1ca8-4d84-98fe-b4241b74ccd4	f86235e2-c0d0-42c5-a52b-f027a29333e3.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-95-A4VN	TCGA-95-A4VN-01A	Primary Tumor
f7488f2a-a9e0-492b-ab0d-4d9e63b676a0	5fe6f7d7-991c-4c29-8114-9632f635d48f.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-L9-A443	TCGA-L9-A443-01A	Primary Tumor
e3615cd2-b0f5-4b83-b634-c688d86d6883	6d1d3b8d-3c18-45c2-a35f-94de338fc1ca.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-95-7567	TCGA-95-7567-01A	Primary Tumor
742a1dc8-1cf0-41e4-90d1-d401baccf6e2	fd4548a2-1469-4b95-b436-e8cf6780af7d.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-93-A4JO	TCGA-93-A4JO-01A	Primary Tumor
c603486f-df08-46f1-90b1-194e703e48f9	8f9a2c61-64e2-4140-919c-157639d383d3.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-69-7974	TCGA-69-7974-01A	Primary Tumor
a8cccf0c-7d0f-4415-974a-b50a3d6c7f6f	200fd26c-3340-4eaf-aa10-d66f9222739f.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-67-4679	TCGA-67-4679-01B	Primary Tumor
c1de89ed-d37c-4d19-9f04-579905c81120	28aeff63-ff53-417c-868c-156b9ee973c9.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-44-7672	TCGA-44-7672-01A	Primary Tumor
bb12d881-e79a-4899-b260-ba4536e39668	9167ab60-f09a-4de9-b827-91c282cd3ba7.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-44-7672	TCGA-44-7672-11A	Solid Tissue Normal
c0f6d009-0936-4dda-ac21-2d38a2d9198f	104617c9-e4be-4742-960f-573220b7962c.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-NJ-A4YP	TCGA-NJ-A4YP-01A	Primary Tumor
eeca8118-19ca-4ece-b75b-2664f43639b0	61a3b19b-fae2-434c-b3e7-5524a95bec0f.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-53-7813	TCGA-53-7813-01A	Primary Tumor
e85fb1a2-86ee-494f-9fd6-77fa6992d107	85532c3d-6ab6-4e71-b3ac-31bf0e9f248c.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-MP-A4T7	TCGA-MP-A4T7-01A	Primary Tumor
369b5454-d30b-4d42-a819-3a31aceaaf17	888f5963-c698-4d01-9981-e8505e214af2.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-86-8056	TCGA-86-8056-01A	Primary Tumor
1c5f1e8f-e9e8-4cfe-af57-57b7618938ca	1caf2d0f-cbf7-4054-93ff-5815efaeda37.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-55-6642	TCGA-55-6642-01A	Primary Tumor
39be261c-f196-4d62-a752-d818c9f46652	0c28fb68-6372-4474-84ce-c2a01b697c2a.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-75-7027	TCGA-75-7027-01A	Primary Tumor
e85cf61d-a71c-4e7c-a2c4-ee9c76fff9d8	24a4c436-eafd-40e8-8a33-08e465c197ec.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-05-4249	TCGA-05-4249-01A	Primary Tumor
28798821-3eba-4fc5-a223-0ff65f60ea5f	81f760fa-232a-427e-a3e6-5d1af57fab71.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-55-8090	TCGA-55-8090-01A	Primary Tumor
3d5814d9-0cd8-4cdf-996f-2a24d4161210	3ebd7ed7-bf54-46e9-b731-e30dfef89df0.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-78-7145	TCGA-78-7145-01A	Primary Tumor
0f61b059-b204-4190-b4df-d95c31c772a6	3f8f98b4-26f0-4391-aeb6-776697f7a135.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-49-AARO	TCGA-49-AARO-01A	Primary Tumor
d6fb6a11-f693-4204-bfc1-e2cb1e628eae	2eae09ca-76e6-45a8-abd2-39d084b3f5f5.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-86-7953	TCGA-86-7953-01A	Primary Tumor
aec4458d-ffa4-4f43-98b4-0504b0319b80	0ce7bbc4-8258-4e88-afbd-26d99b8af1e1.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-55-6983	TCGA-55-6983-01A	Primary Tumor
c091d6db-0120-4df3-bc7b-fda4d7fbb7a8	88400fe3-74c6-48aa-b017-c0c00e7fe223.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-80-5608	TCGA-80-5608-01A	Primary Tumor
21823145-3940-42b3-b322-be682c399856	6add07eb-75b8-4a60-95f9-2292a6c4ba50.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-97-A4M5	TCGA-97-A4M5-01A	Primary Tumor
f5061378-535c-4a65-bf58-0faf7b28e450	a99e2b03-b582-4d14-a4d8-5d152774eb15.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-44-6145	TCGA-44-6145-01A	Primary Tumor
4d17c244-a4a0-4fdc-af77-7927396c1d2a	121c4753-434c-4b81-9cd2-4669dec366ac.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-55-7281	TCGA-55-7281-01A	Primary Tumor
